AñoMes,Aerolinea,Codigo_IATA,Tipo,Región,Tipo_Operacion,Categoria_Precios,Terminal,Area_Terminal,Cantidad_Pasajeros,Pasajeros_Atrasados_Perdida_Conexion,Vuelos_Atrasados_Aeropuerto
201900,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9202,1840-1214,6
201900,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,10876,1849-1202,12
201900,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,8735,1136-454,6
201900,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,8694,2174-609,14
201900,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,30082,8423-5138,43
201900,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,29404,2646-1614,18
201900,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,7004,1191-572,5
201900,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,5858,879-299,5
201900,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7871,787-346,4
201900,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7105,1847-1016,9
201900,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,119287,16700-8350,99
201900,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,110538,29845-12833,148
201900,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8278,1076-291,7
201900,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6703,804-330,4
201900,British Airways,BA,International,Europe,Deplaned,Other,International,A,16944,1694-627,10
201900,British Airways,BA,International,Europe,Enplaned,Other,International,A,16194,3725-2272,18
201900,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21222,5730-2349,23
201900,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,18534,3151-1639,18
201900,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10789,1079-680,5
201900,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10400,1248-399,5
201900,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,70573,7763-1630,51
201900,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,64683,10996-2529,79
201900,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,90389,17174-3435,63
201900,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,85884,11165-4578,69
201900,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4925,1330-279,10
201900,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4317,863-268,3
201900,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14107,2539-812,9
201900,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12675,2282-753,11
201900,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,10499,2520-1688,12
201900,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,9564,1530-643,7
201900,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,17222,4822-1495,18
201900,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,14992,3298-792,27
201900,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8686,1042-698,4
201900,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,7921,2218-909,8
201900,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5760,1555-358,10
201900,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,6497,1429-829,11
201900,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6499,1755-509,9
201900,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5591,1062-616,7
201900,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,38137,8009-3124,37
201900,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,38921,6227-3736,38
201900,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5881,1059-445,4
201900,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4792,479-144,2
201900,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7053,1622-503,8
201900,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6660,1532-628,7
201900,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3408,954-620,6
201900,LAN Peru,LP,International,South America,Enplaned,Other,International,A,3070,860-215,5
201900,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,17769,4442-2221,24
201900,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,15595,3899-1326,25
201900,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12126,1213-497,5
201900,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,10526,2105-610,14
201900,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,77,14-6,0
201900,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,77,8-2,0
201900,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14727,4124-2227,15
201900,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14944,4035-888,14
201900,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,18521,3889-2606,28
201900,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,16842,3537-2158,13
201900,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,1211,266-117,1
201900,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,877,202-46,1
201900,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,122390,30598-8567,199
201900,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,122260,18339-9903,67
201900,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1486,193-118,1
201900,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9308,1955-782,8
201900,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9998,1600-560,12
201900,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,116384,10475-5761,53
201900,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,111320,10019-5210,34
201900,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,128,12-8,0
201900,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2170,326-147,2
201900,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,1936,348-108,1
201900,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5446,817-278,5
201900,Swiss International,LX,International,Europe,Enplaned,Other,International,G,4924,492-148,2
201900,TACA,TA,International,Central America,Deplaned,Other,International,A,5885,1412-395,5
201900,TACA,TA,International,Central America,Enplaned,Other,International,A,5384,1292-581,10
201900,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,53668,10197-2957,40
201900,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,53245,5325-1278,19
201900,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,35600,3916-1762,16
201900,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,42358,9742-5943,74
201900,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,19144,2297-781,8
201900,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,18914,4161-2247,19
201900,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,218,39-25,0
201900,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,363731,58197-12803,320
201900,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,359377,57500-27025,214
201900,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4137,993-387,4
201900,United Airlines,UA,International,Asia,Deplaned,Other,International,G,64598,8398-4703,52
201900,United Airlines,UA,International,Asia,Enplaned,Other,International,G,56879,13651-7099,46
201900,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,1772,390-246,2
201900,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,8775,1755-597,6
201900,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,10449,1776-551,10
201900,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,465,116-26,1
201900,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10349,1863-857,13
201900,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9625,1059-508,4
201900,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,255,48-16,0
201900,United Airlines,UA,International,Europe,Deplaned,Other,International,G,18074,2530-1113,10
201900,United Airlines,UA,International,Europe,Enplaned,Other,International,G,16469,3788-2424,23
201900,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,25,7-4,0
201900,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,21396,2354-1201,10
201900,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,15313,1991-737,13
201900,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,3873,465-284,3
201900,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,136955,16435-7231,63
201900,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,134033,16084-5469,88
201900,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,6871,1031-516,5
201900,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5144,1235-704,5
201900,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7746,1704-971,11
201900,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,7637,1604-449,9
201901,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2456,393-126,1
201901,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2507,351-158,1
201901,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,8523,1960-451,10
201901,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,8090,890-312,6
201901,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,8524,1534-644,7
201901,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,8092,1861-1247,7
201901,Air China,CA,International,Asia,Deplaned,Other,International,G,5982,1256-327,9
201901,Air China,CA,International,Asia,Enplaned,Other,International,G,6173,802-289,4
201901,Air France,AF,International,Europe,Deplaned,Other,International,A,6439,1223-379,6
201901,Air France,AF,International,Europe,Enplaned,Other,International,A,6036,1630-962,12
201901,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6692,937-347,3
201901,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8037,964-415,5
201901,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,6925,1939-1299,7
201901,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,6883,1445-332,8
201901,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,28743,3162-949,15
201901,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,29124,5242-2516,29
201901,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5375,914-265,7
201901,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,5579,669-134,4
201901,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7097,1561-999,12
201901,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6746,1687-793,6
201901,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,109025,20715-4972,93
201901,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,106868,19236-11542,70
201901,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5786,868-408,3
201901,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6145,1352-703,5
201901,British Airways,BA,International,Europe,Deplaned,Other,International,A,14778,4138-1531,15
201901,British Airways,BA,International,Europe,Enplaned,Other,International,A,13953,1535-461,12
201901,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,16518,1652-363,6
201901,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,16688,3838-2533,16
201901,China Airlines,CI,International,Asia,Deplaned,Other,International,A,8045,885-381,4
201901,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8023,2166-1408,15
201901,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,60508,12102-5325,83
201901,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,57102,6852-3152,37
201901,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,83726,23443-8908,169
201901,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,80894,19415-5630,112
201901,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4089,1145-321,4
201901,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,4026,403-93,2
201901,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11043,1546-309,7
201901,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,10131,1418-610,6
201901,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,9438,2454-1399,10
201901,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,9267,2317-602,11
201901,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,16405,2133-512,13
201901,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,14861,3121-1061,11
201901,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,7774,1944-583,9
201901,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,7576,1364-450,7
201901,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5633,1577-836,9
201901,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,6089,1340-590,8
201901,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5102,867-538,3
201901,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,4844,630-170,2
201901,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,37617,9780-6161,38
201901,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,38360,10741-2470,56
201901,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5253,946-246,4
201901,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4421,1238-557,5
201901,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5384,1400-406,6
201901,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6112,1039-447,6
201901,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2350,400-164,2
201901,LAN Peru,LP,International,South America,Enplaned,Other,International,A,2576,670-268,3
201901,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,14111,1834-679,8
201901,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,13078,3531-2083,15
201901,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10407,2290-1214,13
201901,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8117,1705-460,6
201901,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11766,1765-1041,6
201901,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13174,3689-2177,14
201901,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,17771,3199-672,16
201901,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,17373,4517-2033,20
201901,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,8703,783-157,5
201901,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,8071,807-355,4
201901,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,116794,14015-5466,88
201901,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,118421,15395-6004,118
201901,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1322,317-171,1
201901,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9601,1728-536,11
201901,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,10263,1232-813,5
201901,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,107190,21438-12434,97
201901,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,104832,27256-5724,185
201901,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,129,17-8,0
201901,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,1930,405-174,1
201901,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,1931,174-71,1
201901,Swiss International,LX,International,Europe,Deplaned,Other,International,G,4884,1172-410,4
201901,Swiss International,LX,International,Europe,Enplaned,Other,International,G,4730,473-170,4
201901,TACA,TA,International,Central America,Deplaned,Other,International,A,4855,777-264,4
201901,TACA,TA,International,Central America,Enplaned,Other,International,A,4964,1092-262,7
201901,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,46207,5545-1331,37
201901,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,48298,7728-3323,33
201901,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,31974,8313-4323,30
201901,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,40339,8875-2041,55
201901,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,18479,2772-1552,17
201901,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,18205,4005-1642,22
201901,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,252,45-11,0
201901,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,351096,87774-28088,412
201901,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,345900,38049-12937,176
201901,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4800,864-199,6
201901,United Airlines,UA,International,Asia,Deplaned,Other,International,G,49463,10882-5876,53
201901,United Airlines,UA,International,Asia,Enplaned,Other,International,G,53746,9137-4203,37
201901,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,1551,357-193,2
201901,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6845,1917-613,11
201901,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,8410,2018-726,8
201901,United Airlines,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,422,101-30,0
201901,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10860,1846-1237,7
201901,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9638,2313-463,12
201901,United Airlines,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,283,28-13,0
201901,United Airlines,UA,International,Europe,Deplaned,Other,International,G,14008,1401-434,5
201901,United Airlines,UA,International,Europe,Enplaned,Other,International,G,13434,3359-2217,14
201901,United Airlines,UA,International,Europe,Thru / Transit,Other,International,G,189,19-10,0
201901,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,17253,1898-1139,13
201901,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,15917,2706-1651,21
201901,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,19,2-1,0
201901,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,1853,426-158,2
201901,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,134209,20131-9663,103
201901,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,134881,28325-8781,124
201901,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,6306,568-114,3
201901,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,6092,1645-592,11
201901,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,6058,606-400,2
201901,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,6280,691-408,3
201901,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,2,0-0,0
201902,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2743,494-104,2
201902,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,2658,611-134,3
201902,Air Canada ,AC,International,Canada,Deplaned,Other,International,A,8003,1921-499,13
201902,Air Canada ,AC,International,Canada,Enplaned,Other,International,A,9055,2083-917,11
201902,Air Canada ,AC,International,Canada,Deplaned,Other,International,G,9781,1663-632,8
201902,Air Canada ,AC,International,Canada,Enplaned,Other,International,G,11067,1881-903,9
201902,Air China,CA,International,Asia,Deplaned,Other,International,G,6957,1322-264,5
201902,Air China,CA,International,Asia,Enplaned,Other,International,G,6883,1239-768,7
201902,Air France,AF,International,Europe,Deplaned,Other,International,A,8568,2056-884,8
201902,Air France,AF,International,Europe,Enplaned,Other,International,A,8809,793-238,4
201902,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8065,2178-523,10
201902,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6121,612-392,3
201902,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,10967,1206-531,4
201902,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,10813,1730-381,13
201902,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,33201,4980-2639,25
201902,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,32334,7113-3841,25
201902,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5877,823-403,6
201902,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,6005,1021-653,4
201902,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7464,1866-373,7
201902,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7526,1129-418,4
201902,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,124085,11168-3909,38
201902,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,126549,32903-20071,157
201902,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,6440,837-544,3
201902,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6700,871-436,4
201902,British Airways,BA,International,Europe,Deplaned,Other,International,A,18397,2392-1316,11
201902,British Airways,BA,International,Europe,Enplaned,Other,International,A,18214,1639-738,9
201902,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,19241,4810-2068,39
201902,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,18836,2637-897,20
201902,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9022,1714-566,6
201902,China Airlines,CI,International,Asia,Enplaned,Other,International,A,8425,843-337,5
201902,Continental Airlines,CO,Domestic,US,Deplaned,Other,Terminal 3,F,70430,8452-3634,37
201902,Continental Airlines,CO,Domestic,US,Enplaned,Other,Terminal 3,F,71302,19965-6389,99
201902,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,102597,27701-10526,139
201902,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,104597,17781-5156,134
201902,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,4229,719-180,3
201902,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,3538,460-184,2
201902,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11918,2622-1337,16
201902,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,11219,2019-989,17
201902,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,10273,2876-978,13
201902,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,8712,1742-679,8
201902,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,19122,5354-2409,24
201902,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,17786,4980-1394,20
201902,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,6768,744-246,4
201902,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8044,1046-282,5
201902,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5927,652-378,2
201902,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,6419,1027-678,4
201902,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5445,1089-403,4
201902,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5957,1489-938,7
201902,JetBlue Airways ,B6,Domestic,US,Deplaned,Low Fare,International,A,41893,4608-2673,26
201902,JetBlue Airways ,B6,Domestic,US,Enplaned,Low Fare,International,A,44810,5825-1223,22
201902,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,7321,952-447,5
201902,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,6670,1401-658,5
201902,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5121,819-172,3
201902,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5098,1020-592,5
201902,LAN Peru,LP,International,South America,Deplaned,Other,International,A,3022,756-370,6
201902,LAN Peru,LP,International,South America,Enplaned,Other,International,A,3046,426-153,1
201902,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,19340,3094-1052,17
201902,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18379,2941-1735,12
201902,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10614,2866-1920,11
201902,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9981,1298-519,6
201902,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,51,9-3,0
201902,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,51,8-3,0
201902,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13683,2600-1352,9
201902,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14109,3245-779,23
201902,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,24070,2888-1415,10
201902,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,24061,4812-2310,18
201902,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,134078,32179-8045,134
201902,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,132551,25185-13852,145
201902,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1147,287-166,2
201902,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,9782,2152-1119,16
201902,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11237,2360-1274,11
201902,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,117459,32889-7893,117
201902,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,119482,19117-11470,90
201902,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,300,51-15,0
201902,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2592,233-137,1
201902,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2637,237-152,2
201902,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5820,640-256,3
201902,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5572,947-502,3
201902,TACA,TA,International,Central America,Deplaned,Other,International,A,5375,699-412,3
201902,TACA,TA,International,Central America,Enplaned,Other,International,A,5348,1016-559,8
201902,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,56319,14643-5564,73
201902,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,61507,6766-1353,43
201902,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,50479,5048-2322,40
201902,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,52097,8336-2918,36
201902,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,20425,2043-940,11
201902,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,20383,3669-1541,13
201902,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,324,68-15,0
